Topic,Username,Text,Sentiment,CleanText1,Prediction,CleanText2,CleanText3
my-home-transform-to-ceca-village-already.6426974/page-8,yummie,welcome to CECApore!!!!,Negative,welcome to cecapore,Negative,welcome cecapore,welcome pore
my-home-transform-to-ceca-village-already.6426974/page-8,desmodeus,"if you enjoy the smell of curry, go inside melville park in simei",Negative,if you enjoy the smell of curry go inside melville park in simei,Negative,enjoy smell curry go inside melville park simei,enjoy smell curry go inside melville park simei
my-home-transform-to-ceca-village-already.6426974/page-8,coyote,TS should start making babies to have them using the open field. No one stopping you doing that...,Neutral,ts should start making babies to have them using the open field no one stopping you doing that,Neutral,ts start making babies using open field one stopping,ts start making babies using open field one stopping
my-home-transform-to-ceca-village-already.6426974/page-8,zuppeur,Stinkie repent and integrate with ceca.,Positive,stinkie repent and integrate with ceca,Positive,stinkie repent integrate ceca,stinkie repent integrate 
my-home-transform-to-ceca-village-already.6426974/page-8,cwee_tan,"Charlton park area got indian international school. Many ceca families residing in the hdb and condo around there. Some of the smaller boys are unruly, often cycle or kick scooter at fast speeds at park connector and jogging track.",Negative,charlton park area got indian international school many ceca families residing in the hdb and condo around there some of the smaller boys are unruly often cycle or kick scooter at fast speeds at park connector and jogging track,Negative,charlton park area got indian international school many ceca families residing hdb condo around smaller boys unruly often cycle kick scooter fast speeds park connector jogging track,charlton park area got indian international school many  families residing hdb condo around smaller boys unruly often cycle kick scooter fast speeds park connector jogging track
my-home-transform-to-ceca-village-already.6426974/page-9,Semakdd,If you cant beat them join them,Neutral,if you cant beat them join them,Neutral,cant beat join,cant beat join
my-home-transform-to-ceca-village-already.6426974/page-9,nymous,Yeah join as dalit.. for ceca look down and step on singaporean. Just like ramesh,Negative,yeah join as dalit for ceca look down and step on singaporean just like ramesh,Negative,yeah join dalit ceca look step singaporean like ramesh,yeah join dalit  look step singaporean like ramesh
my-home-transform-to-ceca-village-already.6426974/page-9,amognoix,How much did Temasek lost in CECA? ,Negative,how much did temasek lost in ceca ,Negative,much temasek lost ceca,much temasek lost 
my-home-transform-to-ceca-village-already.6426974/page-9,Bumblebee Man,No offense. But how u tell if they local or ceca?,Neutral,no offense but how u tell if they local or ceca,Neutral,offense u tell local ceca,offense u tell local 
my-home-transform-to-ceca-village-already.6426974/page-9,tc4237,Luckily I stay Yishun. Only got crazy people.,Negative,luckily i stay yishun only got crazy people,Negative,luckily stay yishun got crazy people,luckily stay yishun got crazy people
my-home-transform-to-ceca-village-already.6426974/page-9,eAtNeAt,"Simei even has a huge supermarket specially got ceca. 
",Negative,simei even has a huge supermarket specially got ceca  ,Negative,simei even huge supermarket specially got ceca,simei even huge supermarket specially got 
my-home-transform-to-ceca-village-already.6426974/page-9,Mgtowyolo,Sitting on the grass eating their white rice mixed with curry vegetable,Negative,sitting on the grass eating their white rice mixed with curry vegetable,Negative,sitting grass eating white rice mixed curry vegetable,sitting grass eating white rice mixed curry vegetable
my-home-transform-to-ceca-village-already.6426974/page-9,Kohliemliem,ts mai xenophobic. should integrate with them hokay. ,Positive,ts mai xenophobic should integrate with them hokay ,Positive,ts mai xenophobic integrate hokay,ts mai xenophobic integrate hokay
my-home-transform-to-ceca-village-already.6426974/page-9,Johnpierpontmorgan,"Everyone in train is either a malaysian or Indo or CECA 
malaysian and Indo chinese hard to tell they r non local
CECA is obvious, just super obvious",Negative,everyone in train is either a malaysian or indo or ceca  malaysian and indo chinese hard to tell they r non local ceca is obvious just super obvious,Negative,everyone train either malaysian indo ceca malaysian indo chinese hard tell r non local ceca obvious super obvious,everyone train either malaysian indo  malaysian indo chinese hard tell r non local  obvious super obvious
my-home-transform-to-ceca-village-already.6426974/page-9,OutBreak,The East Coast plan. Feels good anot?,Negative,the east coast plan feels good anot,Negative,east coast plan feels good anot,east coast plan feels good anot
my-home-transform-to-ceca-village-already.6426974/page-9,Johnpierpontmorgan,"We have a east coast plan
A plan to make east coast plan",Negative,we have a east coast plan a plan to make east coast plan,Negative,east coast plan plan make east coast plan,east coast plan plan make east coast plan
my-home-transform-to-ceca-village-already.6426974/page-9,Johnpierpontmorgan,"Highest concentration of degree holder grab drivers in the world
Looks like we are top again",Negative,highest concentration of degree holder grab drivers in the world looks like we are top again,Negative,highest concentration degree holder grab drivers world looks like top,highest concentration degree holder grab drivers world looks like top
my-home-transform-to-ceca-village-already.6426974/page-9,focus1974,"6 out of 10 of your  friends and relatives and family members probably voted for PAP.
Does it make you feel better? 


Evolution is real.
Survival of the Fittest ...

if u r dumb enough to vote for policies to put yourself at a disadvantage, you deserved to be  extinct. ",Negative, out of  of your  friends and relatives and family members probably voted for pap does it make you feel better    evolution is real survival of the fittest   if u r dumb enough to vote for policies to put yourself at a disadvantage you deserved to be  extinct ,Negative,friends relatives family members probably voted pap make feel better evolution real survival fittest u r dumb enough vote policies put disadvantage deserved extinct,friends relatives family members probably voted pap make feel better evolution real survival fittest u r dumb enough vote policies put disadvantage deserved extinct
my-home-transform-to-ceca-village-already.6426974/page-9,cutekawaii,"They love CECA. 
",Neutral,they love ceca  ,Negative,love ceca,love 
my-home-transform-to-ceca-village-already.6426974/page-9,Johnpierpontmorgan,singaporeans voted the gov they deserve,Neutral,singaporeans voted the gov they deserve,Neutral,singaporeans voted gov deserve,singaporeans voted gov deserve
my-home-transform-to-ceca-village-already.6426974/page-9,tokiya,"They are here not to take jobs but create jobs for S'poreans.

They increase our GDP.

singaporeans should be thankful they have grab delivery jobs because of them.",Negative,they are here not to take jobs but create jobs for sporeans  they increase our gdp  singaporeans should be thankful they have grab delivery jobs because of them,Negative,take jobs create jobs sporeans increase gdp singaporeans thankful grab delivery jobs,take jobs create jobs sporeans increase gdp singaporeans thankful grab delivery jobs
my-home-transform-to-ceca-village-already.6426974/page-9,divingacc,We should make cricket our national sport,Negative,we should make cricket our national sport,Negative,make cricket national sport,make cricket national sport
my-home-transform-to-ceca-village-already.6426974/page-9,AdizeroF50,"I don't see them in Woodlands,Tiong Bahru and Bukit Panjang.",Neutral,i do not see them in woodlandstiong bahru and bukit panjang,Neutral,see woodlandstiong bahru bukit panjang,see woodlandstiong bahru bukit panjang
my-home-transform-to-ceca-village-already.6426974/page-9,Johnpierpontmorgan,"This is home truly 


Where they get pink ic


And u serve your ns so that u can protect them",Negative,this is home truly    where they get pink ic   and u serve your ns so that u can protect them,Negative,home truly get pink ic u serve ns u protect,home truly get pink ic u serve ns u protect
my-home-transform-to-ceca-village-already.6426974/page-9,AdizeroF50,A easy tell tale is their dressing...,Neutral,a easy tell tale is their dressing,Neutral,easy tell tale dressing,easy tell tale dressing
my-home-transform-to-ceca-village-already.6426974/page-10,man_man_33,I see plenty in bukit panjang leh,Neutral,i see plenty in bukit panjang leh,Negative,see plenty bukit panjang leh,see plenty bukit panjang leh
my-home-transform-to-ceca-village-already.6426974/page-10,AdizeroF50,Oh I see...Which part?,Neutral,oh i seewhich part,Neutral,oh seewhich part,oh seewhich part
my-home-transform-to-ceca-village-already.6426974/page-10,mel_01,"Songboh all the stupid east coast people

",Neutral,songboh all the stupid east coast people  ,Neutral,songboh stupid east coast people,songboh stupid east coast people
my-home-transform-to-ceca-village-already.6426974/page-10,dontwastetime,Talk so much still no pic USLESS poster,Neutral,talk so much still no pic usless poster,Neutral,talk much still pic usless poster,talk much still pic usless poster
my-home-transform-to-ceca-village-already.6426974/page-10,Jurchen King,"You can make them speak and listen to their accent.  Those raised locally will have the unmistakeable Singlish accent.  Once they start curling their tongue when speaking, the thick **** singsong accent is unmistakeable.  You can watch more Youtube of them speaking to get familiar with their world famous accent. 
You can also start a casual conversation to test them.  If they claim to be SG citizen, you can ask them if they know:
1) how to sing the national anthem;
2) how to recite the national pledge;
3) Singapore history e.g. the 2 men who discovered Singapore in which year, the names of Singapore Presidents in chronological order etc.

No excuse if they don't know because every true born and bred Singapore citizen is taught this in local schools   Of course, you yourself must also know or else very embarassing

One thing is that you can always smell them before you see them.  It's the same odour anywhere in the world, trust me   They have it with them, in them, even in developed Western countries.  So once you get a whiff of that typical stench, you know they're nearby.      

By nature, they are loud, argumentative and pathological liars.  As long as you have the correct facts, you must learn to stand your ground and expose their mistakes or the fallacy of their arguments, with evidence in hand.  If not, they will bully you.  From my personal experience, once they realize they've met their match, they will switch tactics and try to ingratiate themselves with you i.e. try to be your friend or ally.  But I always rebuff them and leave them with only ONE option: Steer clear of me and AVOID me at all costs when they see me    I never hesitate to tell them off if reason, logic and factual evidence are on my side.  

If you ever spot them flouting local laws or engaging in anti-social, unhygenic behaviour, just take photo/video and upload on social media.  Or send to the media e.g. Stomp, Zaobao, Mothership etc.  Need to put them under intense media scrutiny to make them conscious of the need to behave.  The case of the condo uncle being bullied is because he didn't know how to respond properly in an assertive way with sound reasoning, facts and regulations.   

Grow some balls and learn to take back your living space (and country).  Not asking anyone to pick a fight or be aggressively confrontational, but learn to put your foot down as long as you have the logic, arguments and irrefutable reasons with factual evidence to back you up.  It doesn't hurt to remind them who's the host and who's the guest.",Negative,you can make them speak and listen to their accent  those raised locally will have the unmistakeable singlish accent  once they start curling their tongue when speaking the thick  singsong accent is unmistakeable  you can watch more youtube of them speaking to get familiar with their world famous accent  you can also start a casual conversation to test them  if they claim to be sg citizen you can ask them if they know  how to sing the national anthem  how to recite the national pledge  singapore history eg the  men who discovered singapore in which year the names of singapore presidents in chronological order etc  no excuse if they do not know because every true born and bred singapore citizen is taught this in local schools   of course you yourself must also know or else very embarassing  one thing is that you can always smell them before you see them  it is the same odour anywhere in the world trust me   they have it with them in them even in developed western countries  so once you get a whiff of that typical stench you know they are nearby        by nature they are loud argumentative and pathological liars  as long as you have the correct facts you must learn to stand your ground and expose their mistakes or the fallacy of their arguments with evidence in hand  if not they will bully you  from my personal experience once they realize they have met their match they will switch tactics and try to ingratiate themselves with you ie try to be your friend or ally  but i always rebuff them and leave them with only one option steer clear of me and avoid me at all costs when they see me    i never hesitate to tell them off if reason logic and factual evidence are on my side    if you ever spot them flouting local laws or engaging in antisocial unhygenic behaviour just take photovideo and upload on social media  or send to the media eg stomp zaobao mothership etc  need to put them under intense media scrutiny to make them conscious of the need to behave  the case of the condo uncle being bullied is because he did not know how to respond properly in an assertive way with sound reasoning facts and regulations     grow some balls and learn to take back your living space and country  not asking anyone to pick a fight or be aggressively confrontational but learn to put your foot down as long as you have the logic arguments and irrefutable reasons with factual evidence to back you up  it does not hurt to remind them who is the host and who is the guest,Negative,make speak listen accent raised locally unmistakeable singlish accent start curling tongue speaking thick singsong accent unmistakeable watch youtube speaking get familiar world famous accent also start casual conversation test claim sg citizen ask know sing national anthem recite national pledge singapore history eg men discovered singapore year names singapore presidents chronological order etc excuse know every true born bred singapore citizen taught local schools course must also know else embarassing one thing always smell see odour anywhere world trust even developed western countries get whiff typical stench know nearby nature loud argumentative pathological liars long correct facts must learn stand ground expose mistakes fallacy arguments evidence hand bully personal experience realize met match switch tactics try ingratiate ie try friend ally always rebuff leave one option steer clear avoid costs see never hesitate tell reason logic factual evidence side ever spot flouting local laws engaging antisocial unhygenic behaviour take photovideo upload social media send media eg stomp zaobao mothership etc need put intense media scrutiny make conscious need behave case condo uncle bullied know respond properly assertive way sound reasoning facts regulations grow balls learn take back living space country asking anyone pick fight aggressively confrontational learn put foot long logic arguments irrefutable reasons factual evidence back hurt remind host guest,make speak listen accent raised locally unmistakeable singlish accent start curling tongue speaking thick singsong accent unmistakeable watch youtube speaking get familiar world famous accent also start casual conversation test claim sg citizen ask know sing national anthem recite national pledge singapore history eg men discovered singapore year names singapore presidents chronological order etc excuse know every true born bred singapore citizen taught local schools course must also know else embarassing one thing always smell see odour anywhere world trust even developed western countries get whiff typical stench know nearby nature loud argumentative pathological liars long correct facts must learn stand ground expose mistakes fallacy arguments evidence hand bully personal experience realize met match switch tactics try ingratiate ie try friend ally always rebuff leave one option steer clear avoid costs see never hesitate tell reason logic factual evidence side ever spot flouting local laws engaging antisocial unhygenic behaviour take photovideo upload social media send media eg stomp zaobao mothership etc need put intense media scrutiny make conscious need behave case condo uncle bullied know respond properly assertive way sound reasoning facts regulations grow balls learn take back living space country asking anyone pick fight aggressively confrontational learn put foot long logic arguments irrefutable reasons factual evidence back hurt remind host guest
my-home-transform-to-ceca-village-already.6426974/page-10,Eric A Blair,Christmas oso no fweel in Sg liaoz....CECA CECA everywhere....,Negative,christmas oso no fweel in sg liaozceca ceca everywhere,Negative,christmas oso fweel sg liaozceca ceca everywhere,christmas oso fweel sg liaoz  everywhere
my-home-transform-to-ceca-village-already.6426974/page-10,iCube00,"We are closer to our true motherland India now 
",Negative,we are closer to our true motherland india now  ,Negative,closer true motherland india,closer true motherland india
my-home-transform-to-ceca-village-already.6426974/page-10,civicguy,"You
Voted
For
This

Too
Bad",Neutral,you voted for this  too bad,Neutral,voted bad,voted bad
my-home-transform-to-ceca-village-already.6426974/page-10,deathan9el,"blame who if singaporeans themselves dun wanna have fun & games outdoors themselves?
almost every weekends, they rot at home or locked in their own rooms 


",Positive,blame who if singaporeans themselves dun wanna have fun  games outdoors themselves almost every weekends they rot at home or locked in their own rooms    ,Positive,blame singaporeans dun wanna fun games outdoors almost every weekends rot home locked rooms,blame singaporeans dun wanna fun games outdoors almost every weekends rot home locked rooms
my-home-transform-to-ceca-village-already.6426974/page-10,samich,THE MOST annoying IS THiS CECA SAID he WAS INVITED TO STUDY NUS AND GIVEN SCHOLARSHIP AND JOB ALLOCATED TO HIM. WE singaporean GOVT ASK US  DONT NEED GET DEGREE. MANY LOCALS CaNT EVEN GET INTO LOCAL UNIVERSITY.,Negative,the most annoying is this ceca said he was invited to study nus and given scholarship and job allocated to him we singaporean govt ask us  dont need get degree many locals cant even get into local university,Negative,annoying ceca said invited study nus given scholarship job allocated singaporean govt ask us dont need get degree many locals cant even get local university,annoying  said invited study nus given scholarship job allocated singaporean govt ask us dont need get degree many locals cant even get local university
my-home-transform-to-ceca-village-already.6426974/page-10,cet87,"AT LEAST GRAB, TAXI, HAWKER AND TOILET CLEANING JOBS ARE RESERVED FOR singaporeanS. ",Negative,at least grab taxi hawker and toilet cleaning jobs are reserved for singaporeans ,Negative,least grab taxi hawker toilet cleaning jobs reserved singaporeans,least grab taxi hawker toilet cleaning jobs reserved singaporeans
my-home-transform-to-ceca-village-already.6426974/page-10,fortunehunter,tanah merah become Thane Morena,Negative,tanah merah become thane morena,Negative,tanah merah become thane morena,tanah merah become thane morena
my-home-transform-to-ceca-village-already.6426974/page-10,Eric A Blair,"Cecapura Oh Cecapura!!

Sunil's island set in the sea....",Negative,cecapura oh cecapura  sunil is island set in the sea,Negative,cecapura oh cecapura sunil island set sea,pura oh pura sunil island set sea
my-home-transform-to-ceca-village-already.6426974/page-10,singaporeandk,Who did u vote for?,Neutral,who did u vote for,Neutral,u vote,u vote
my-home-transform-to-ceca-village-already.6426974/page-10,alph4tang0,Tanjong Rhu also another CECA village,Negative,tanjong rhu also another ceca village,Negative,tanjong rhu also another ceca village,tanjong rhu also another  village
my-home-transform-to-ceca-village-already.6426974/page-10,Mgtowyolo,Any map that could show the level of cecaness?,Negative,any map that could show the level of cecaness,Neutral,map could show level cecaness,map could show level ness
my-home-transform-to-ceca-village-already.6426974/page-10,rilo,The problem is china has progressed so much until prc no longer want to come. India on the other hand will be a slump in next 100 years.,Negative,the problem is china has progressed so much until prc no longer want to come india on the other hand will be a slump in next  years,Negative,problem china progressed much prc longer want come india hand slump next years,problem china progressed much prc longer want come india hand slump next years
my-home-transform-to-ceca-village-already.6426974/page-10,laopokcar_g,"A slum we throw money into, in exchange for hoardes of ceca coming over",Negative,a slum we throw money into in exchange for hoardes of ceca coming over,Negative,slum throw money exchange hoardes ceca coming,slum throw money exchange hoardes  coming
my-home-transform-to-ceca-village-already.6426974/page-10,Brionic,CECA are returning as SG opening up to them more ,Neutral,ceca are returning as sg opening up to them more ,Neutral,ceca returning sg opening, returning sg opening
my-home-transform-to-ceca-village-already.6426974/page-11,Earpiece_,does it feel good singaporeans?,Negative,does it feel good singaporeans,Negative,feel good singaporeans,feel good singaporeans
my-home-transform-to-ceca-village-already.6426974/page-11,danguard,they form good tenants base here leh,Positive,they form good tenants base here leh,Positive,form good tenants base leh,form good tenants base leh
my-home-transform-to-ceca-village-already.6426974/page-11,danguard,there is a spike in imported cases here locally though,Neutral,there is a spike in imported cases here locally though,Neutral,spike imported cases locally though,spike imported cases locally though
my-home-transform-to-ceca-village-already.6426974/page-11,theMKR,"you want to rent to them? 

how many months deposit you collect? 6?",Negative,you want to rent to them   how many months deposit you collect ,Negative,want rent many months deposit collect,want rent many months deposit collect
my-home-transform-to-ceca-village-already.6426974/page-11,tank_t,"tell government to scrub off NS.

how to fight when the country is already invaded.",Negative,tell government to scrub off ns  how to fight when the country is already invaded,Negative,tell government scrub ns fight country already invaded,tell government scrub ns fight country already invaded
my-home-transform-to-ceca-village-already.6426974/page-11,tomasulu,I bet you dont live near tenah Merah.,Neutral,i bet you dont live near tenah merah,Neutral,bet dont live near tenah merah,bet dont live near tenah merah
my-home-transform-to-ceca-village-already.6426974/page-11,bravia69,singaporeanland is marketed itself as a land of opportunity you know lah what to expect.,Negative,singaporeanland is marketed itself as a land of opportunity you know lah what to expect,Positive,singaporeanland marketed land opportunity know lah expect,singaporeanland marketed land opportunity know lah expect
my-home-transform-to-ceca-village-already.6426974/page-11,SpecialKeyboardService,"My house just moved in a ceca.
Our chinamen neighbour and i all fucking unhappy the ceca",,my house just moved in a ceca our chinamen neighbour and i all fucking unhappy the ceca,Negative,house moved ceca chinamen neighbour fucking unhappy ceca,house moved  chinamen neighbour fucking unhappy 
my-home-transform-to-ceca-village-already.6426974/page-11,laopokcar_g,"Yes for malaysian it is 1 to 3

For ceca 1 to 10. Salaries beyond their wildest dreams",,yes for malaysian it is  to   for ceca  to  salaries beyond their wildest dreams,Negative,yes malaysian ceca salaries beyond wildest dreams,yes malaysian  salaries beyond wildest dreams
my-home-transform-to-ceca-village-already.6426974/page-11,Illusionist_85,"springboard to Australia, US and EU ",,springboard to australia us and eu ,Negative,springboard australia us eu,springboard australia us eu
my-home-transform-to-ceca-village-already.6426974/page-11,bravia69,Probably the same reason why Asians are hated in Australia lah it's all about the  numbers.,,probably the same reason why asians are hated in australia lah it is all about the  numbers,Neutral,probably reason asians hated australia lah numbers,probably reason asians hated australia lah numbers
my-home-transform-to-ceca-village-already.6426974/page-11,dr34mc4st3r,Enjoy the East Coast plan ,,enjoy the east coast plan ,Negative,enjoy east coast plan,enjoy east coast plan
my-home-transform-to-ceca-village-already.6426974/page-11,Elfblade,"Heng I am in my 40s, won't live long enough to see Sinkapore sink with 70% FTs.",,heng i am in my  will not live long enough to see sinkapore sink with  fts,Negative,heng live long enough see sinkapore sink fts,heng live long enough see sinkapore sink fts
my-home-transform-to-ceca-village-already.6426974/page-11,rackgen,"Eh very few singaporean are kids how then come out and ah ? Need to study till die die for good marks in PSLE etc lor

",,eh very few singaporean are kids how then come out and ah  need to study till die die for good marks in psle etc lor  ,Negative,eh singaporean kids come ah need study till die die good marks psle etc lor,eh singaporean kids come ah need study till die die good marks psle etc lor
my-home-transform-to-ceca-village-already.6426974/page-11,focus1974,"u 70s ..then no need worry.. another 10yrs ..maybe uplorry.
10 yrs is more than sufficient to get 1 million new FTs.. ..
every year only need to import 100,000 leh..",,u  then no need worry another  maybe uplorry  yrs is more than sufficient to get  million new fts  every year only need to import  leh,Positive,u need worry another maybe uplorry yrs sufficient get million new fts every year need import leh,u need worry another maybe uplorry yrs sufficient get million new fts every year need import leh
my-home-transform-to-ceca-village-already.6426974/page-11,focus1974,"yes.. then... after all the world class education system..
they still lose out to a uptron diploma... and other ceca or pinoy degrees.

I'll just send my kid out to boarding school after O levels..to do 1 year bridging to university ..
graduate and try to find some entry level PMET job there.. work for a few years ...get  citizenship and 
then come back as FT shiok shiok ",,yes then after all the world class education system they still lose out to a uptron diploma and other ceca or pinoy degrees  i will just send my kid out to boarding school after o levelsto do  year bridging to university  graduate and try to find some entry level pmet job there work for a few years get  citizenship and  then come back as ft shiok shiok ,Negative,yes world class education system still lose uptron diploma ceca pinoy degrees send kid boarding school levelsto year bridging university graduate try find entry level pmet job work years get citizenship come back ft shiok shiok,yes world class education system still lose uptron diploma  pinoy degrees send kid boarding school levelsto year bridging university graduate try find entry level pmet job work years get citizenship come back ft shiok shiok
my-home-transform-to-ceca-village-already.6426974/page-11,treegreen,"Foreigners are everywhere now, not just Tanah Merah.",,foreigners are everywhere now not just tanah merah,Negative,foreigners everywhere tanah merah,foreigners everywhere tanah merah
my-home-transform-to-ceca-village-already.6426974/page-11,wwng16,this is the east coast plan la,,this is the east coast plan la,Negative,east coast plan la,east coast plan la
my-home-transform-to-ceca-village-already.6426974/page-11,tokiya,"I feel so happy for Singapore.

So many FT creating jobs for Singaporeans and making our lives better.",,i feel so happy for singapore  so many ft creating jobs for singaporeans and making our lives better,Negative,feel happy singapore many ft creating jobs singaporeans making lives better,feel happy singapore many ft creating jobs singaporeans making lives better
my-home-transform-to-ceca-village-already.6426974/page-11,Jurchen King,"Bingo !  Foreign influx have been a thing since 1980s.  But the numbers were manageable until 2000s.  This is a straight up 'in yer face' invasion ! 
This trend is not specific to Singapore though.  You'll be surprised to find massive hordes of  even in remote corners of the world .  All the 5-Eyes countries have been invaded   Like cockroaches, these pests are really 'pai si bua zao'.  For example, even though they kenna hoot by Australians 9696 in 2009, they still continue to flood the land.  Even though they kenna shot dead by Americans on many occasions, they still continue to stream in. 

Those countries have the luxury of 'white flight' because they have abundant land.  But SG got nowhere to retreat.  The solution is separation and live separate lives wherever possible.  These ceca's natural tendency to cluster in enclaves give hope that they can be sealed in certain housing districts.  

My sympathies to those whose residential estates have fallen.  SG govt is not on your side and you're on your own.  At least HDB still have racial quota but too bad for the condo folks .",,bingo   foreign influx have been a thing since   but the numbers were manageable until   this is a straight up in yer face invasion   this trend is not specific to singapore though  you will be surprised to find massive hordes of  even in remote corners of the world   all the  countries have been invaded   like cockroaches these pests are really pai si bua zao  for example even though they kenna hoot by australians  in  they still continue to flood the land  even though they kenna shot dead by americans on many occasions they still continue to stream in   those countries have the luxury of white flight because they have abundant land  but sg got nowhere to retreat  the solution is separation and live separate lives wherever possible  these ceca is natural tendency to cluster in enclaves give hope that they can be sealed in certain housing districts    my sympathies to those whose residential estates have fallen  sg govt is not on your side and you are on your own  at least hdb still have racial quota but too bad for the condo folks ,Negative,bingo foreign influx thing since numbers manageable straight yer face invasion trend specific singapore though surprised find massive hordes even remote corners world countries invaded like cockroaches pests really pai si bua zao example even though kenna hoot australians still continue flood land even though kenna shot dead americans many occasions still continue stream countries luxury white flight abundant land sg got nowhere retreat solution separation live separate lives wherever possible ceca natural tendency cluster enclaves give hope sealed certain housing districts sympathies whose residential estates fallen sg govt side least hdb still racial quota bad condo folks,bingo foreign influx thing since numbers manageable straight yer face invasion trend specific singapore though surprised find massive hordes even remote corners world countries invaded like cockroaches pests really pai si bua zao example even though kenna hoot australians still continue flood land even though kenna shot dead americans many occasions still continue stream countries luxury white flight abundant land sg got nowhere retreat solution separation live separate lives wherever possible  natural tendency cluster enclaves give hope sealed certain housing districts sympathies whose residential estates fallen sg govt side least hdb still racial quota bad condo folks
my-home-transform-to-ceca-village-already.6426974/page-12,snowdrop05,"The only playgrounds with alot of singaporeans kids playing are new bto projects like canberra, where MOP is still not met
",,the only playgrounds with alot of singaporeans kids playing are new bto projects like canberra where mop is still not met ,Negative,playgrounds alot singaporeans kids playing new bto projects like canberra mop still met,playgrounds alot singaporeans kids playing new bto projects like canberra mop still met
my-home-transform-to-ceca-village-already.6426974/page-12,treegreen,Think ceca stays at Tanah Merah is because they can take the MRT to the airport.,,think ceca stays at tanah merah is because they can take the mrt to the airport,Negative,think ceca stays tanah merah take mrt airport,think  stays tanah merah take mrt airport
my-home-transform-to-ceca-village-already.6426974/page-12,KusitoriBuro,"complain here no use..

anyone here has very good english? please draft a complain letter template.

everyone copy and send to own MP.",,complain here no use  anyone here has very good english please draft a complain letter template  everyone copy and send to own mp,Negative,complain use anyone good english please draft complain letter template everyone copy send mp,complain use anyone good english please draft complain letter template everyone copy send mp
my-home-transform-to-ceca-village-already.6426974/page-12,curahee,"Shift to bukit timah 6th Avenue area. Very hard to spot a ceca, I see mostly local stay there 


",,shift to bukit timah  avenue area very hard to spot a ceca i see mostly local stay there    ,Negative,shift bukit timah avenue area hard spot ceca see mostly local stay,shift bukit timah avenue area hard spot  see mostly local stay
my-home-transform-to-ceca-village-already.6426974/page-12,Anotherlap,Private estate and condos got no quota. TS probably not staying in HDB.,,private estate and condos got no quota ts probably not staying in hdb,Negative,private estate condos got quota ts probably staying hdb,private estate condos got quota ts probably staying hdb
my-home-transform-to-ceca-village-already.6426974/page-12,foxer77,my relative from oversea came sg 2 year ago also said how come sg so many CECA compare to 10 year ago.,,my relative from oversea came sg  year ago also said how come sg so many ceca compare to  year ago,Negative,relative oversea came sg year ago also said come sg many ceca compare year ago,relative oversea came sg year ago also said come sg many  compare year ago
my-home-transform-to-ceca-village-already.6426974/page-12,nowonderkid,"You know, the cure for all this talk is really a good dose of incompetent government. You get that alternative and you'll never put Singapore together again: Humpty Dumpty cannot be put together again... my asset values will disappear, my apartments will be worth a fraction of what they were, my ministers' jobs will be in peril, their security will be at risk and their women will become maids in other people's countries, foreign workers. I cannot have that!"" - Justifying million-dollar pay hike for Singapore ministers
Lee Kuan Yew",,you know the cure for all this talk is really a good dose of incompetent government you get that alternative and you will never put singapore together again humpty dumpty cannot be put together again my asset values will disappear my apartments will be worth a fraction of what they were my ministers jobs will be in peril their security will be at risk and their women will become maids in other people is countries foreign workers i cannot have that  justifying milliondollar pay hike for singapore ministers lee kuan yew,Negative,know cure talk really good dose incompetent government get alternative never put singapore together humpty dumpty cannot put together asset values disappear apartments worth fraction ministers jobs peril security risk women become maids people countries foreign workers cannot justifying milliondollar pay hike singapore ministers lee kuan yew,know cure talk really good dose incompetent government get alternative never put singapore together humpty dumpty cannot put together asset values disappear apartments worth fraction ministers jobs peril security risk women become maids people countries s cannot justifying milliondollar pay hike singapore ministers lee kuan yew
my-home-transform-to-ceca-village-already.6426974/page-12,treegreen,I saw many cecas came to the community centre to collect trace-together tokens.,,i saw many cecas came to the community centre to collect tracetogether tokens,Negative,saw many cecas came community centre collect tracetogether tokens,saw many s came community centre collect tracetogether tokens
my-home-transform-to-ceca-village-already.6426974/page-12,iCube00,"Reunification with our motherland India is near 

Jai Hind",,reunification with our motherland india is near   jai hind,Negative,reunification motherland india near jai hind,reunification motherland india near jai hind
my-home-transform-to-ceca-village-already.6426974/page-12,katana71,Melville Park is another CECA owned territory ,,melville park is another ceca owned territory ,Negative,melville park another ceca owned territory,melville park another  owned territory
my-home-transform-to-ceca-village-already.6426974/page-12,NotCoolBro,"Because chao singaporeans dont like to hang out outside, only ahbeng/lian singaporeans hang outside smoking. what do you expect to see?",,because chao singaporeans dont like to hang out outside only ahbenglian singaporeans hang outside smoking what do you expect to see,Positive,chao singaporeans dont like hang outside ahbenglian singaporeans hang outside smoking expect see,chao singaporeans dont like hang outside ahbenglian singaporeans hang outside smoking expect see
my-home-transform-to-ceca-village-already.6426974/page-12,esandwich,"61% say ok...who can we do
",, say okwho can we do ,Neutral,say okwho,say okwho
my-home-transform-to-ceca-village-already.6426974/page-12,dontwastetime,Sad...........,,sad,Negative,sad,sad
my-home-transform-to-ceca-village-already.6426974/page-12,stewpig,"Tanah Merah mrt there mostly condos.

Of coz ceca stay condos as on avg they are more well paid than avg singaporean.",,tanah merah mrt there mostly condos  of coz ceca stay condos as on avg they are more well paid than avg singaporean,Negative,tanah merah mrt mostly condos coz ceca stay condos avg well paid avg singaporean,tanah merah mrt mostly condos coz  stay condos avg well paid avg singaporean
